"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI_AV (W/m2)"
2026/05/28 00:00:00.271,n,-5.109844,6.671643,4.647006,1.556525,OverRange,OverRange,OverRange,9.835912,12.848104,-4.639131
2026/05/28 00:01:00.260,n,-5.089316,5.250905,5.124111,1.426822,OverRange,OverRange,OverRange,9.821294,12.86162,-4.62548
2026/05/28 00:02:00.258,n,-4.538776,3.481162,4.93803,1.556004,OverRange,OverRange,OverRange,9.769288,12.842258,-4.352875
2026/05/28 00:03:00.262,n,-4.535826,3.560626,5.030957,1.654755,OverRange,OverRange,OverRange,9.849366,12.821854,-4.423011
2026/05/28 00:04:00.262,n,-4.790759,6.216745,5.377883,1.50954,OverRange,OverRange,OverRange,9.866822,12.8036,-4.506882
2026/05/28 00:05:00.265,n,-4.694149,6.450369,5.045067,1.45616,OverRange,OverRange,OverRange,9.81543,12.78642,-4.425058
2026/05/28 00:06:00.267,n,-4.653092,6.844867,5.03743,1.355366,OverRange,OverRange,OverRange,9.846588,12.767058,-4.5341
2026/05/28 00:07:00.269,n,-4.618066,6.600649,4.929459,1.451438,OverRange,OverRange,OverRange,9.829346,12.75527,-4.528384
2026/05/28 00:08:00.272,n,-4.667847,6.002593,4.961018,1.45628,OverRange,OverRange,OverRange,9.8776,12.733728,-4.514561
2026/05/28 00:09:00.272,n,-4.685296,3.209074,4.479917,1.606759,OverRange,OverRange,OverRange,9.8261,12.727262,-4.4347
2026/05/28 00:10:00.258,n,-4.574059,3.569893,5.064257,1.397378,OverRange,OverRange,OverRange,9.895672,12.709008,-4.42702
2026/05/28 00:11:00.259,n,-4.463078,6.257397,5.391845,1.304645,OverRange,OverRange,OverRange,9.961578,12.699336,-4.395622
2026/05/28 00:12:00.263,n,-4.591636,3.474545,4.604042,1.566185,OverRange,OverRange,OverRange,9.845608,12.68644,-4.438625
2026/05/28 00:13:00.268,n,-4.635643,3.313697,4.977634,1.710989,OverRange,OverRange,OverRange,9.913426,12.68105,-4.44656
2026/05/28 00:14:00.268,n,-4.679522,3.192503,4.809328,1.817547,OverRange,OverRange,OverRange,9.896062,12.666004,-4.508759
2026/05/28 00:15:00.269,n,-4.60344,6.529611,5.409878,1.508525,OverRange,OverRange,OverRange,9.982046,12.654182,-4.393659
2026/05/28 00:16:00.270,n,-4.486045,5.261294,5.639619,1.223869,OverRange,OverRange,OverRange,9.868774,12.643468,-4.255523
2026/05/28 00:17:00.272,n,-4.594587,6.02689,5.262804,1.42924,OverRange,OverRange,OverRange,9.939648,12.632688,-4.448437
2026/05/28 00:18:00.275,n,-4.61781,5.268625,4.567562,1.045101,OverRange,OverRange,OverRange,9.883626,12.623,-4.403386
2026/05/28 00:19:00.262,n,-4.562383,5.878906,5.402456,1.330102,OverRange,OverRange,OverRange,9.925634,12.615494,-4.356715
2026/05/28 00:20:00.263,n,-4.521455,5.516363,5.45072,1.200704,OverRange,OverRange,OverRange,9.883296,12.606864,-4.39383
2026/05/28 00:21:00.264,n,-4.603311,3.723045,4.379889,1.22102,OverRange,OverRange,OverRange,9.828772,12.593966,-4.317723
2026/05/28 00:22:00.267,n,-4.805257,6.251695,5.429264,1.529072,OverRange,OverRange,OverRange,9.959962,12.585354,-4.415161
2026/05/28 00:23:00.268,n,-4.749703,3.357088,4.579808,1.43694,OverRange,OverRange,OverRange,9.781022,12.576756,-4.432652
2026/05/28 00:24:00.269,n,-4.755733,4.090483,5.032029,1.310289,OverRange,OverRange,OverRange,9.76331,12.590874,-4.47591
2026/05/28 00:25:00.271,n,-4.352611,3.910469,4.621074,1.440591,OverRange,OverRange,OverRange,9.903824,12.567622,-4.141277
2026/05/28 00:26:00.273,n,-4.677212,5.694216,4.837401,1.055922,OverRange,OverRange,OverRange,9.943624,12.55577,-4.378557
2026/05/28 00:27:00.276,n,-4.606775,3.955991,4.893856,1.349273,OverRange,OverRange,OverRange,9.785538,12.539632,-4.38436
2026/05/28 00:28:00.260,n,-4.5951,6.533962,5.338772,1.580416,OverRange,OverRange,OverRange,9.847386,12.533234,-4.501165
2026/05/28 00:29:00.265,n,-4.656685,6.741931,5.043543,1.586669,OverRange,OverRange,OverRange,9.803498,12.521412,-4.368831
2026/05/28 00:30:00.265,n,-4.770745,3.748482,4.562937,1.540901,OverRange,OverRange,OverRange,9.780914,12.510616,-4.48777
2026/05/28 00:31:00.267,n,-4.929067,4.021409,4.177293,0.905698,OverRange,OverRange,OverRange,9.763748,12.49663,-4.594849
2026/05/28 00:32:00.271,n,-4.802819,3.25048,4.552452,1.432175,OverRange,OverRange,OverRange,9.786458,12.48481,-4.401935
2026/05/28 00:33:00.270,n,-4.820397,5.01375,5.168947,1.18249,OverRange,OverRange,OverRange,9.814392,12.469732,-4.421389
2026/05/28 00:34:00.273,n,-4.984622,4.13623,4.604607,1.338371,OverRange,OverRange,OverRange,9.693482,12.453596,-4.618142
2026/05/28 00:35:00.276,n,-4.8118,6.157334,5.722788,0.865564,OverRange,OverRange,OverRange,9.834646,12.44713,-4.411492
2026/05/28 00:36:00.276,n,-4.609854,4.679884,4.286065,0.350748,OverRange,OverRange,OverRange,9.597168,12.42989,-4.40185
2026/05/28 00:37:00.262,n,-4.343117,3.659519,4.684648,1.597743,OverRange,OverRange,OverRange,9.709504,12.420266,-4.288884
2026/05/28 00:38:00.264,n,-4.103194,6.552176,5.088292,1.6343,OverRange,OverRange,OverRange,9.84517,12.407306,-4.201173
2026/05/28 00:39:00.266,n,-3.792705,6.501259,4.919824,1.772379,OverRange,OverRange,OverRange,9.75472,12.400844,-3.982748
2026/05/28 00:40:00.269,n,-3.432565,3.196548,5.143718,1.476357,OverRange,OverRange,OverRange,9.68948,12.398708,-3.803658
2026/05/28 00:41:00.273,n,-3.151457,6.369371,5.912743,1.035545,OverRange,OverRange,OverRange,9.776134,12.398708,-3.717994
2026/05/28 00:42:00.273,n,-3.201238,6.167251,5.870949,1.015687,OverRange,OverRange,OverRange,9.796336,12.397602,-3.782327
2026/05/28 00:43:00.274,n,-2.999164,3.842083,5.154867,1.295259,OverRange,OverRange,OverRange,9.802658,12.40195,-3.560404
2026/05/28 00:44:00.276,n,-2.873429,6.351628,6.249928,0.181344,OverRange,OverRange,OverRange,9.960912,12.414846,-3.406313
2026/05/28 00:45:00.277,n,-2.791316,3.880359,5.45247,1.174171,OverRange,OverRange,OverRange,9.658738,12.415952,-3.390784
2026/05/28 00:46:00.264,n,-3.081405,5.992857,5.013069,1.159231,OverRange,OverRange,OverRange,10.041592,12.425592,-3.54462
2026/05/28 00:47:00.266,n,-3.063571,5.96955,5.307929,1.529068,OverRange,OverRange,OverRange,9.907008,12.42455,-3.605113
2026/05/28 00:48:00.268,n,-3.177887,3.481542,4.68904,1.504904,OverRange,OverRange,OverRange,9.947592,12.43098,-3.864066
2026/05/28 00:49:00.269,n,-3.242294,6.204595,5.378338,1.467842,OverRange,OverRange,OverRange,10.0271,12.438552,-3.867991
2026/05/28 00:50:00.271,n,-3.423969,3.869162,4.148445,1.228845,OverRange,OverRange,OverRange,9.848614,12.446056,-3.986844
2026/05/28 00:51:00.273,n,-3.44424,3.963321,4.383487,1.043971,OverRange,OverRange,OverRange,9.943604,12.451448,-3.924559
2026/05/28 00:52:00.277,n,-3.63451,6.060935,5.486357,0.884072,OverRange,OverRange,OverRange,10.105724,12.456836,-3.955702
2026/05/28 00:53:00.277,n,-3.458738,6.218351,6.171558,0.093489,OverRange,OverRange,OverRange,9.967316,12.472972,-3.998533
2026/05/28 00:54:00.278,n,-3.371109,5.837493,4.341573,0.844848,OverRange,OverRange,OverRange,10.01356,12.476196,-3.953824
2026/05/28 00:55:00.265,n,-3.30375,3.2809,5.191845,1.487141,OverRange,OverRange,OverRange,9.952322,12.478312,-3.870038
2026/05/28 00:56:00.267,n,-3.371237,6.406555,5.623046,1.290304,OverRange,OverRange,OverRange,10.061372,12.486976,-3.895293
2026/05/28 00:57:00.268,n,-3.288996,6.515104,5.386371,1.587191,OverRange,OverRange,OverRange,9.968308,12.494482,-3.879594
2026/05/28 00:58:00.270,n,-3.333132,3.408967,4.731281,1.648776,OverRange,OverRange,OverRange,9.9932,12.500944,-3.780364
2026/05/28 00:59:00.274,n,-3.35661,6.301321,5.225439,1.546253,OverRange,OverRange,OverRange,10.074336,12.505228,-3.729598
2026/05/28 01:00:00.273,n,-3.391637,3.131391,4.836877,1.531748,OverRange,OverRange,OverRange,9.952266,12.508452,-3.821319
2026/05/28 01:01:00.276,n,-3.438338,6.650102,5.007443,1.703045,OverRange,OverRange,OverRange,10.08318,12.513872,-3.786166
2026/05/28 01:02:00.277,n,-3.371237,4.901966,5.189853,1.478491,OverRange,OverRange,OverRange,9.980968,12.519232,-3.690777
2026/05/28 01:03:00.280,n,-3.224717,4.033771,4.206681,1.122321,OverRange,OverRange,OverRange,9.964996,12.52247,-3.626358
2026/05/28 01:04:00.265,n,-3.186612,6.546629,5.280991,1.411985,OverRange,OverRange,OverRange,10.07311,12.528902,-3.597263
2026/05/28 01:05:00.266,n,-3.084228,5.556745,4.610808,1.28938,OverRange,OverRange,OverRange,10.058076,12.539632,-3.601188
2026/05/28 01:06:00.268,n,-2.993519,3.457286,4.992892,1.52476,OverRange,OverRange,OverRange,10.072566,12.540724,-3.495901
2026/05/28 01:07:00.271,n,-2.888184,6.764703,5.164884,1.456077,OverRange,OverRange,OverRange,10.126492,12.550412,-3.478581
2026/05/28 01:08:00.273,n,-2.791316,6.208287,4.897593,1.561037,OverRange,OverRange,OverRange,10.173512,12.553652,-3.470646
2026/05/28 01:09:00.276,n,-2.697785,6.214236,5.343547,1.453454,OverRange,OverRange,OverRange,10.154216,12.56119,-3.320649
2026/05/28 01:10:00.277,n,-2.557167,6.20491,5.34992,1.297978,OverRange,OverRange,OverRange,10.108236,12.582228,-3.297186
2026/05/28 01:11:00.278,n,-2.484036,3.580659,5.607938,1.06909,OverRange,OverRange,OverRange,9.958894,12.591916,-3.306998
2026/05/28 01:12:00.280,n,-2.451832,3.919417,5.4145,1.38855,OverRange,OverRange,OverRange,10.089626,12.60916,-3.172615
2026/05/28 01:13:00.269,n,-2.443107,6.639557,5.89486,1.173238,OverRange,OverRange,OverRange,10.213222,12.615592,-3.082857
2026/05/28 01:14:00.269,n,-2.381523,6.503729,5.068846,1.386247,OverRange,OverRange,OverRange,10.189534,12.626306,-3.032346
2026/05/28 01:15:00.270,n,-2.331999,4.472853,5.433279,1.270127,OverRange,OverRange,OverRange,10.141022,12.631696,-3.053762
2026/05/28 01:16:00.272,n,-2.29941,4.089449,4.177631,0.625068,OverRange,OverRange,OverRange,10.128114,12.646774,-3.053591
2026/05/28 01:17:00.273,n,-2.314422,6.270183,5.739582,1.284453,OverRange,OverRange,OverRange,10.240704,12.657554,-3.014685
2026/05/28 01:18:00.276,n,-2.296844,3.230816,5.22791,1.38349,OverRange,OverRange,OverRange,10.098526,12.673642,-3.073301
2026/05/28 01:19:00.277,n,-2.285041,3.452037,5.677342,1.13565,OverRange,OverRange,OverRange,10.166754,12.677956,-3.026459
2026/05/28 01:20:00.282,n,-2.293893,6.292889,5.381023,1.195753,OverRange,OverRange,OverRange,10.254008,12.692986,-3.00692
2026/05/28 01:21:00.282,n,-2.223456,4.098854,4.611373,1.249541,OverRange,OverRange,OverRange,10.05711,12.69945,-3.044035
