"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI_AV (W/m2)"
2026/06/13 00:00:00.272,n,-4.25677,3.818902,4.507385,1.411609,OverRange,OverRange,OverRange,6.027349,9.108468,-4.596641
2026/06/13 00:01:00.259,n,-4.315019,3.270009,4.720225,1.297755,OverRange,OverRange,OverRange,6.000051,9.104156,-4.582989
2026/06/13 00:02:00.260,n,-4.227261,6.272882,4.99007,1.114788,OverRange,OverRange,OverRange,6.010005,9.097602,-4.477702
2026/06/13 00:03:00.261,n,-4.265495,3.728906,4.478869,1.207767,OverRange,OverRange,OverRange,5.993943,9.087874,-4.606282
2026/06/13 00:04:00.266,n,-4.326951,6.810907,5.403191,1.472648,OverRange,OverRange,OverRange,6.008734,9.079188,-4.448437
2026/06/13 00:05:00.397,n,-4.376732,6.359755,5.202695,1.434855,OverRange,OverRange,OverRange,6.041616,9.068322,-4.463965
2026/06/13 00:06:00.270,n,-4.385456,6.020704,4.958624,1.633729,OverRange,OverRange,OverRange,6.047745,9.067248,-4.582904
2026/06/13 00:07:00.270,n,-4.338755,6.260951,4.746206,1.416724,OverRange,OverRange,OverRange,6.024028,9.060694,-4.618142
2026/06/13 00:08:00.391,n,-4.420611,3.842362,3.757481,0.245936,OverRange,OverRange,OverRange,6.075781,9.05853,-4.729231
2026/06/13 00:09:00.339,n,-4.441267,3.658959,4.766798,1.311224,OverRange,OverRange,OverRange,6.07194,9.05422,-4.775987
2026/06/13 00:10:00.306,n,-4.461796,5.924654,5.782247,1.047244,OverRange,OverRange,OverRange,6.018936,9.046558,-4.809093
2026/06/13 00:11:00.336,n,-4.514655,6.452791,5.150715,1.116636,OverRange,OverRange,OverRange,6.028382,9.047666,-4.768138
2026/06/13 00:12:00.308,n,-4.529154,3.821981,3.896623,0.511495,OverRange,OverRange,OverRange,6.054123,9.047666,-4.857982
2026/06/13 00:13:00.325,n,-4.579063,3.68052,5.11584,1.329721,OverRange,OverRange,OverRange,6.007202,9.037936,-4.896804
2026/06/13 00:14:00.267,n,-4.543908,6.238051,5.322013,1.39703,OverRange,OverRange,OverRange,6.047496,9.036832,-4.789725
2026/06/13 00:15:00.270,n,-4.558534,3.483143,5.221,1.441657,OverRange,OverRange,OverRange,6.04011,9.030324,-4.869672
2026/06/13 00:16:00.443,n,-4.660918,5.09852,4.446497,1.189343,OverRange,OverRange,OverRange,6.050288,9.025966,-4.95926
2026/06/13 00:17:00.408,n,-4.707877,6.044854,5.29151,1.447784,OverRange,OverRange,OverRange,6.075521,9.016206,-4.84817
2026/06/13 00:18:00.361,n,-4.69928,3.643368,4.864106,1.353733,OverRange,OverRange,OverRange,6.03092,9.010772,-4.945608
2026/06/13 00:19:00.260,n,-4.675545,6.648155,5.288235,1.619066,OverRange,OverRange,OverRange,6.061249,9.00207,-5.023593
2026/06/13 00:20:00.261,n,-4.719552,6.258149,4.873514,1.238826,OverRange,OverRange,OverRange,6.10407,8.997726,-5.000044
2026/06/13 00:21:00.266,n,-4.667077,3.961654,4.771956,1.406028,OverRange,OverRange,OverRange,6.032186,8.993384,-5.019667
2026/06/13 00:22:00.265,n,-4.798714,3.634949,5.100331,1.397523,OverRange,OverRange,OverRange,6.061493,8.990146,-4.988525
2026/06/13 00:23:00.268,n,-4.722502,6.287577,6.35231,0.161191,OverRange,OverRange,OverRange,6.065583,8.992344,-4.912503
2026/06/13 00:24:00.269,n,-4.766639,4.153796,4.592986,1.264954,OverRange,OverRange,OverRange,6.035767,8.983624,-4.953458
2026/06/13 00:25:00.271,n,-4.705054,3.724273,4.967636,1.496103,OverRange,OverRange,OverRange,6.118068,8.98473,-5.050895
2026/06/13 00:26:00.273,n,-4.83977,3.681707,4.66111,1.204733,OverRange,OverRange,OverRange,6.095398,8.993758,-5.177599
2026/06/13 00:27:00.275,n,-4.345555,4.019252,4.963681,1.402413,OverRange,OverRange,OverRange,6.141993,8.993758,-4.846805
2026/06/13 00:28:00.262,n,-4.301419,6.339115,4.829458,1.477229,OverRange,OverRange,OverRange,6.195267,8.987544,-4.915148
2026/06/13 00:29:00.262,n,-4.482709,6.595704,4.765572,1.473276,OverRange,OverRange,OverRange,6.160594,8.984324,-5.101918
2026/06/13 00:30:00.264,n,-4.289231,3.885632,4.54079,1.39986,OverRange,OverRange,OverRange,6.182282,8.977784,-5.150552
2026/06/13 00:31:00.265,n,-4.210068,3.465795,4.922766,1.656401,OverRange,OverRange,OverRange,6.207495,8.98216,-5.168299
2026/06/13 00:32:00.268,n,-4.180945,3.07412,5.448797,1.59742,OverRange,OverRange,OverRange,6.188401,8.983234,-5.101833
2026/06/13 00:33:00.270,n,-4.365698,3.790133,3.812737,0.055491,OverRange,OverRange,OverRange,6.244471,8.98647,-5.179988
2026/06/13 00:34:00.271,n,-4.570466,5.356801,4.021416,0.656838,OverRange,OverRange,OverRange,6.293295,8.985366,-5.271623
2026/06/13 00:35:00.275,n,-4.529667,4.762911,4.837015,1.321254,OverRange,OverRange,OverRange,6.28211,8.985366,-5.26386
2026/06/13 00:36:00.276,n,-4.41843,6.738423,5.006827,1.538178,OverRange,OverRange,OverRange,6.25469,8.991886,-5.320172
2026/06/13 00:37:00.262,n,-4.233804,6.600776,5.843775,1.277016,OverRange,OverRange,OverRange,6.225617,8.996262,-5.256009
2026/06/13 00:38:00.265,n,-4.218793,3.135262,5.389595,1.197306,OverRange,OverRange,OverRange,6.226563,8.9995,-5.131439
2026/06/13 00:39:00.265,n,-4.306808,6.429233,5.772768,0.725118,OverRange,OverRange,OverRange,6.227112,9.010398,-5.080332
2026/06/13 00:40:00.267,n,-4.157337,5.185835,5.141195,1.602307,OverRange,OverRange,OverRange,6.268606,9.009292,-5.035623
2026/06/13 00:41:00.269,n,-4.166319,3.478687,4.855258,1.293413,OverRange,OverRange,OverRange,6.258866,9.012512,-5.078455
2026/06/13 00:42:00.272,n,-4.447554,6.081109,4.765547,1.04302,OverRange,OverRange,OverRange,6.327876,9.013602,-5.295002
2026/06/13 00:43:00.274,n,-4.257027,3.808834,4.855831,1.396096,OverRange,OverRange,OverRange,6.215414,9.025542,-5.271624
2026/06/13 00:44:00.276,n,-4.180688,3.115772,5.372698,1.639174,OverRange,OverRange,OverRange,6.263235,9.022304,-5.191762
2026/06/13 00:45:00.279,n,-4.125134,3.746673,4.594455,1.516416,OverRange,OverRange,OverRange,6.286993,9.029918,-5.25601
2026/06/13 00:46:00.263,n,-4.119103,2.956551,4.07039,1.147696,OverRange,OverRange,OverRange,6.314942,9.03644,-5.299012
2026/06/13 00:47:00.264,n,-4.160416,6.556147,5.220094,1.471662,OverRange,OverRange,OverRange,6.329702,9.041856,-5.404129
2026/06/13 00:48:00.270,n,-3.86712,6.509598,4.837543,1.845147,OverRange,OverRange,OverRange,6.360449,9.051618,-5.406006
2026/06/13 00:49:00.269,n,-3.990417,3.397818,4.404641,1.659723,OverRange,OverRange,OverRange,6.385763,9.055992,-5.57392
2026/06/13 00:50:00.275,n,-3.811823,3.125342,4.876706,1.721854,OverRange,OverRange,OverRange,6.41239,9.06572,-5.447132
2026/06/13 00:51:00.273,n,-3.846721,5.108182,5.392451,1.268864,OverRange,OverRange,OverRange,6.43363,9.07117,-5.476397
2026/06/13 00:52:00.276,n,-3.709182,6.439356,4.808029,1.595036,OverRange,OverRange,OverRange,6.443121,9.084166,-5.283313
2026/06/13 00:53:00.277,n,-3.726887,3.846341,3.97319,0.673217,OverRange,OverRange,OverRange,6.428782,9.09069,-5.364966
2026/06/13 00:54:00.279,n,-3.826449,6.304879,5.83637,1.318677,OverRange,OverRange,OverRange,6.477412,9.101554,-5.357373
2026/06/13 00:55:00.265,n,-3.601152,6.151213,6.198663,0.160271,OverRange,OverRange,OverRange,6.469991,9.11239,-5.295002
2026/06/13 00:56:00.265,n,-3.597817,3.756888,4.326803,1.206897,OverRange,OverRange,OverRange,6.540151,9.126524,-5.113607
2026/06/13 00:57:00.268,n,-3.592043,6.259356,5.369492,1.188499,OverRange,OverRange,OverRange,6.612071,9.141668,-5.010112
2026/06/13 00:58:00.270,n,-3.756268,3.217127,5.550011,1.250306,OverRange,OverRange,OverRange,6.476568,9.143816,-5.300719
