"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI_AV (W/m2)"
2026/05/25 00:00:00.274,n,-3.044968,6.522801,4.627412,1.533275,OverRange,OverRange,OverRange,10.970776,13.836994,-3.368174
2026/05/25 00:01:00.271,n,-2.995315,3.719896,4.555273,1.214598,OverRange,OverRange,OverRange,10.971278,13.83807,-3.360495
2026/05/25 00:02:00.256,n,-3.150431,3.349634,4.94525,1.396124,OverRange,OverRange,OverRange,11.035182,13.825168,-3.434469
2026/05/25 00:03:00.258,n,-3.04779,6.175654,5.465666,1.341634,OverRange,OverRange,OverRange,11.024786,13.824062,-3.477301
2026/05/25 00:04:00.260,n,-3.024311,6.240961,5.22097,1.353471,OverRange,OverRange,OverRange,10.979878,13.815444,-3.407251
2026/05/25 00:05:00.263,n,-3.02739,6.521603,5.075166,1.516804,OverRange,OverRange,OverRange,11.021988,13.812204,-3.40546
2026/05/25 00:06:00.265,n,-2.974787,5.3734,4.461217,1.184606,OverRange,OverRange,OverRange,11.065608,13.811128,-3.444196
2026/05/25 00:07:00.267,n,-2.945278,3.909835,4.50055,1.118176,OverRange,OverRange,OverRange,11.09376,13.804694,-3.333192
2026/05/25 00:08:00.269,n,-3.255638,3.761586,4.16539,1.114704,OverRange,OverRange,OverRange,11.125698,13.797154,-3.547521
2026/05/25 00:09:00.270,n,-3.097571,3.75281,4.436234,0.992633,OverRange,OverRange,OverRange,11.128988,13.791762,-3.335154
2026/05/25 00:10:00.256,n,-3.053692,3.891867,4.258514,0.609306,OverRange,OverRange,OverRange,11.146734,13.797154,-3.286606
2026/05/25 00:11:00.258,n,-3.138627,6.173459,5.345135,1.080007,OverRange,OverRange,OverRange,11.152298,13.788552,-3.212461
2026/05/25 00:12:00.260,n,-3.156204,3.483417,5.180409,0.981859,OverRange,OverRange,OverRange,11.106436,13.79067,-3.455885
2026/05/25 00:13:00.266,n,-3.161978,6.306853,4.703292,1.108263,OverRange,OverRange,OverRange,11.122662,13.787446,-3.298124
2026/05/25 00:14:00.264,n,-3.267313,6.34257,5.509045,1.125934,OverRange,OverRange,OverRange,11.107194,13.784236,-3.444196
2026/05/25 00:15:00.267,n,-3.305162,3.933522,4.632123,1.216698,OverRange,OverRange,OverRange,11.099574,13.797252,-3.434469
2026/05/25 00:16:00.271,n,-3.078197,6.249625,5.335727,1.23235,OverRange,OverRange,OverRange,11.15332,13.806812,-3.298892
2026/05/25 00:17:00.270,n,-3.288611,4.058482,4.237591,0.610085,OverRange,OverRange,OverRange,11.12344,13.807886,-3.511088
2026/05/25 00:18:00.271,n,-3.253585,3.622115,5.189663,1.393516,OverRange,OverRange,OverRange,11.113318,13.800344,-3.507078
2026/05/25 00:19:00.260,n,-3.180068,4.100587,4.85152,1.185135,OverRange,OverRange,OverRange,11.100872,13.802496,-3.487539
2026/05/25 00:20:00.261,n,-3.510957,3.999829,5.336653,1.325072,OverRange,OverRange,OverRange,11.118394,13.802496,-3.643508
2026/05/25 00:21:00.262,n,-3.271162,4.436872,5.209216,1.430723,OverRange,OverRange,OverRange,11.121176,13.80357,-3.514928
2026/05/25 00:22:00.263,n,-3.326717,6.042157,5.183371,1.309786,OverRange,OverRange,OverRange,11.121934,13.794954,-3.635829
2026/05/25 00:23:00.265,n,-3.385222,5.999485,5.362537,1.316347,OverRange,OverRange,OverRange,11.122946,13.796062,-3.686425
2026/05/25 00:24:00.269,n,-3.349939,4.192721,5.0708,1.12197,OverRange,OverRange,OverRange,11.101644,13.796062,-3.690179
2026/05/25 00:25:00.269,n,-3.525711,3.646474,4.802559,1.135034,OverRange,OverRange,OverRange,11.15032,13.804662,-3.894867
2026/05/25 00:26:00.271,n,-3.508262,3.960817,4.45874,1.188073,OverRange,OverRange,OverRange,11.152874,13.794954,-4.007833
2026/05/25 00:27:00.273,n,-3.64285,3.779308,5.129582,1.26354,OverRange,OverRange,OverRange,11.147538,13.802496,-4.089486
2026/05/25 00:28:00.259,n,-3.534436,6.025674,5.464988,1.420862,OverRange,OverRange,OverRange,11.170864,13.801388,-3.957152
2026/05/25 00:29:00.262,n,-3.455531,3.817432,4.986893,1.602368,OverRange,OverRange,OverRange,11.136368,13.801388,-4.052542
2026/05/25 00:30:00.263,n,-3.657348,5.35336,4.810084,1.501168,OverRange,OverRange,OverRange,11.175674,13.819712,-4.091364
2026/05/25 00:31:00.267,n,-3.396769,5.110796,5.187151,1.242407,OverRange,OverRange,OverRange,11.15412,13.812204,-4.015597
2026/05/25 00:32:00.267,n,-3.531485,6.135942,5.439755,1.291477,OverRange,OverRange,OverRange,11.159958,13.818638,-3.951095
2026/05/25 00:33:00.269,n,-3.428972,6.449649,5.556444,1.183604,OverRange,OverRange,OverRange,11.157684,13.821878,-4.046569
2026/05/25 00:34:00.270,n,-3.449372,6.400464,5.183137,1.191843,OverRange,OverRange,OverRange,11.155396,13.828314,-4.118752
2026/05/25 00:35:00.273,n,-3.560737,6.256864,5.689331,1.06902,OverRange,OverRange,OverRange,11.157176,13.83908,-4.169263
2026/05/25 00:36:00.275,n,-3.552141,4.762088,4.102294,0.384142,OverRange,OverRange,OverRange,11.151596,13.848788,-4.122762
2026/05/25 00:37:00.263,n,-3.552141,6.594826,4.43345,1.062418,OverRange,OverRange,OverRange,11.192394,13.853072,-3.998021
2026/05/25 00:38:00.262,n,-3.493508,6.423529,5.437844,1.216501,OverRange,OverRange,OverRange,11.167054,13.862796,-3.98437
2026/05/25 00:39:00.265,n,-3.478753,5.89085,5.30085,1.194931,OverRange,OverRange,OverRange,11.177948,13.87358,-4.093582
2026/05/25 00:40:00.268,n,-3.467206,6.507593,4.631109,1.523518,OverRange,OverRange,OverRange,11.194672,13.87894,-4.017389
2026/05/25 00:41:00.269,n,-3.68968,3.395759,4.579689,1.451415,OverRange,OverRange,OverRange,11.156414,13.885406,-4.163631
2026/05/25 00:42:00.270,n,-3.61642,6.021656,5.507143,1.241436,OverRange,OverRange,OverRange,11.225094,13.898338,-4.058429
2026/05/25 00:43:00.273,n,-3.604617,4.013318,4.72357,1.04525,OverRange,OverRange,OverRange,11.171356,13.911206,-4.161584
2026/05/25 00:44:00.274,n,-3.727785,4.026982,5.477419,1.226228,OverRange,OverRange,OverRange,11.191132,13.923098,-4.019352
2026/05/25 00:45:00.277,n,-3.616548,3.797616,4.601713,1.367614,OverRange,OverRange,OverRange,11.199244,13.932774,-4.00186
2026/05/25 00:46:00.261,n,-3.856728,3.946435,3.917273,0.07791,OverRange,OverRange,OverRange,11.222076,13.939208,-4.048617
2026/05/25 00:47:00.265,n,-3.716238,6.350497,5.336397,1.372778,OverRange,OverRange,OverRange,11.214696,13.951098,-4.064231
2026/05/25 00:48:00.265,n,-3.713159,6.372361,5.24651,1.273902,OverRange,OverRange,OverRange,11.178706,13.956458,-4.021314
2026/05/25 00:49:00.269,n,-3.984901,6.294176,4.352274,1.032923,OverRange,OverRange,OverRange,11.174764,13.960774,-4.118496
2026/05/25 00:50:00.270,n,-4.166575,5.122089,5.142267,1.31892,OverRange,OverRange,OverRange,11.174504,13.96615,-4.256803
2026/05/25 00:51:00.272,n,-4.105247,6.072739,5.002604,1.452529,OverRange,OverRange,OverRange,11.189972,13.972616,-4.289822
2026/05/25 00:52:00.275,n,-3.96758,3.428305,4.388375,1.25072,OverRange,OverRange,OverRange,11.155244,13.98661,-4.135987
2026/05/25 00:53:00.278,n,-3.897271,3.212338,5.443638,1.285,OverRange,OverRange,OverRange,11.168428,13.987652,-4.075664
2026/05/25 00:54:00.278,n,-4.169654,6.185848,5.484988,1.279852,OverRange,OverRange,OverRange,11.185664,13.99415,-4.18846
2026/05/25 00:55:00.263,n,-4.023006,5.258126,4.491674,1.216306,OverRange,OverRange,OverRange,11.131404,13.998436,-4.093155
2026/05/25 00:56:00.265,n,-3.932297,6.236292,5.355272,1.590955,OverRange,OverRange,OverRange,11.176022,14.005978,-4.062098
2026/05/25 00:57:00.269,n,-3.934992,3.742595,4.1339,1.218649,OverRange,OverRange,OverRange,11.133694,14.005978,-4.019096
2026/05/25 00:58:00.273,n,-3.970402,3.779285,5.158839,1.413722,OverRange,OverRange,OverRange,11.13266,14.010294,-4.075664
2026/05/25 00:59:00.271,n,-3.885595,3.294303,4.286417,1.169111,OverRange,OverRange,OverRange,11.18185,14.01567,-3.894441
2026/05/25 01:00:00.274,n,-3.900093,4.019276,4.241871,1.174524,OverRange,OverRange,OverRange,11.170686,14.027494,-3.952886
2026/05/25 01:01:00.276,n,-3.905867,6.53596,5.088101,1.687516,OverRange,OverRange,OverRange,11.239884,14.025312,-4.021144
2026/05/25 01:02:00.277,n,-3.835687,6.526921,4.654953,1.535445,OverRange,OverRange,OverRange,11.171454,14.026422,-4.073702
2026/05/25 01:03:00.280,n,-3.844539,6.082145,5.411019,1.344078,OverRange,OverRange,OverRange,11.187958,14.028556,-4.120544
2026/05/25 01:04:00.266,n,-3.826834,6.187026,4.803328,1.2618,OverRange,OverRange,OverRange,11.164618,14.031716,-4.009454
2026/05/25 01:05:00.270,n,-3.970018,5.058214,4.766878,0.507142,OverRange,OverRange,OverRange,11.108566,14.02958,-4.133684
2026/05/25 01:06:00.271,n,-4.016976,3.869881,4.947616,1.555516,OverRange,OverRange,OverRange,11.167094,14.03064,-4.147335
2026/05/25 01:07:00.273,n,-4.23342,6.173031,5.083327,1.359465,OverRange,OverRange,OverRange,11.235276,14.03279,-4.211668
2026/05/25 01:08:00.276,n,-4.05213,4.610405,6.008698,0.68905,OverRange,OverRange,OverRange,11.12555,14.0403,-4.357739
2026/05/25 01:09:00.276,n,-4.007994,4.058681,4.544674,1.110418,OverRange,OverRange,OverRange,11.141994,14.039224,-4.149297
2026/05/25 01:10:00.277,n,-4.078303,6.493518,5.118181,1.33416,OverRange,OverRange,OverRange,11.20993,14.043508,-4.096654
2026/05/25 01:11:00.282,n,-4.063549,6.395746,4.809674,1.372098,OverRange,OverRange,OverRange,11.197994,14.048934,-4.159024
2026/05/25 01:12:00.282,n,-4.31271,3.484378,4.398521,1.459301,OverRange,OverRange,OverRange,11.184834,14.04784,-4.330436
2026/05/25 01:13:00.273,n,-4.20699,6.534617,5.667383,1.257921,OverRange,OverRange,OverRange,11.227118,14.05105,-4.316699
2026/05/25 01:14:00.270,n,-4.034424,3.843299,4.392526,1.089198,OverRange,OverRange,OverRange,11.198782,14.054308,-4.196054
2026/05/25 01:15:00.272,n,-4.005172,6.231253,6.05587,0.795647,OverRange,OverRange,OverRange,11.27328,14.04784,-4.297246
2026/05/25 01:16:00.274,n,-3.937814,6.258995,4.982866,1.1373,OverRange,OverRange,OverRange,11.206376,14.052126,-4.240762
