"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI (W/m2)","GTI_AV (W/m2)"
2026/05/18 00:00:00.271,n,-5.342453,5.488364,4.919986,0.7452,OverRange,OverRange,OverRange,9.921856,11.93236,-5.328192,-5.324182
2026/05/18 00:01:00.274,n,-5.151927,5.652198,5.617847,0.165267,OverRange,OverRange,OverRange,9.900726,11.925834,-5.293381,-5.234679
2026/05/18 00:02:00.259,n,-4.973331,4.296782,5.04529,0.674701,OverRange,OverRange,OverRange,9.926428,11.92694,-5.129563,-5.193724
2026/05/18 00:03:00.261,n,-5.084954,5.289504,4.698668,0.550468,OverRange,OverRange,OverRange,9.926936,11.921552,-5.024104,-5.086475
2026/05/18 00:04:00.264,n,-4.900071,5.98453,5.691282,0.333531,OverRange,OverRange,OverRange,9.896892,11.919384,-5.129563,-5.125552
2026/05/18 00:05:00.265,n,-4.689273,4.658667,5.438002,0.568544,OverRange,OverRange,OverRange,9.88645,11.914014,-4.801926,-4.94996
2026/05/18 00:06:00.267,n,-4.900072,4.479504,5.449267,0.623462,OverRange,OverRange,OverRange,9.889272,11.91512,-5.07069,-5.045521
2026/05/18 00:07:00.270,n,-5.128704,5.427854,5.169358,0.45996,OverRange,OverRange,OverRange,9.870926,11.91074,-4.685205,-4.91694
2026/05/18 00:08:00.273,n,-4.955754,4.590014,4.85568,0.505804,OverRange,OverRange,OverRange,9.829946,11.91613,-4.872061,-4.878033
2026/05/18 00:09:00.273,n,-5.066863,5.123045,4.567342,0.283441,OverRange,OverRange,OverRange,9.87169,11.91074,-4.942195,-4.95397
2026/05/18 00:10:00.258,n,-5.210688,4.570103,4.678545,0.385854,OverRange,OverRange,OverRange,9.938904,11.911846,-5.094239,-5.024104
2026/05/18 00:11:00.260,n,-5.072893,4.034489,4.431846,0.265418,OverRange,OverRange,OverRange,9.911148,11.903172,-5.035879,-5.051408
2026/05/18 00:12:00.263,n,-5.289721,5.484628,4.987345,0.552667,OverRange,OverRange,OverRange,9.915736,11.899964,-5.094239,-5.014292
2026/05/18 00:13:00.265,n,-5.078795,4.648046,5.435894,0.435665,OverRange,OverRange,OverRange,9.85437,11.896724,-4.942195,-4.971546
2026/05/18 00:14:00.266,n,-5.040818,4.216366,5.044194,0.63183,OverRange,OverRange,OverRange,9.840124,11.892426,-4.918647,-4.910882
2026/05/18 00:15:00.268,n,-5.005791,5.307644,4.962671,0.595567,OverRange,OverRange,OverRange,9.833248,11.897782,-4.837249,-4.862334
2026/05/18 00:16:00.271,n,-4.815136,4.626685,4.977813,0.485454,OverRange,OverRange,OverRange,9.914474,11.890294,-4.615071,-4.710375
2026/05/18 00:17:00.273,n,-4.935483,4.461066,4.790193,0.632045,OverRange,OverRange,OverRange,9.990566,11.889186,-4.75534,-4.729744
2026/05/18 00:18:00.276,n,-5.01426,5.480008,5.356196,0.406291,OverRange,OverRange,OverRange,10.021638,11.884872,-5.106014,-5.137241
2026/05/18 00:19:00.260,n,-4.87377,5.680861,4.860157,0.615251,OverRange,OverRange,OverRange,9.98523,11.88051,-5.153111,-5.224867
2026/05/18 00:20:00.262,n,-4.909053,4.183974,4.781697,0.73074,OverRange,OverRange,OverRange,9.993118,11.878376,-4.8137,-5.045605
2026/05/18 00:21:00.264,n,-5.058138,4.48135,5.235196,0.473869,OverRange,OverRange,OverRange,9.990846,11.87408,-5.01233,-4.877863
2026/05/18 00:22:00.266,n,-4.985007,4.316523,4.314555,0.217943,OverRange,OverRange,OverRange,10.006866,11.875154,-4.965232,-4.889466
2026/05/18 00:23:00.268,n,-5.096116,4.966139,5.488477,0.304367,OverRange,OverRange,OverRange,9.982432,11.87408,-4.895098,-4.930591
2026/05/18 00:24:00.271,n,-5.093293,5.3221,5.176604,0.446473,OverRange,OverRange,OverRange,9.950618,11.8676,-5.059428,-4.94996
2026/05/18 00:25:00.272,n,-4.944335,4.443205,4.795511,0.45269,OverRange,OverRange,OverRange,9.963858,11.870838,-5.199697,-5.102089
2026/05/18 00:26:00.274,n,-5.066991,4.797809,4.88723,0.304307,OverRange,OverRange,OverRange,9.954682,11.86003,-5.01233,-5.102089
2026/05/18 00:27:00.276,n,-5.075844,4.685421,5.36108,0.343728,OverRange,OverRange,OverRange,9.967672,11.858988,-5.281094,-5.185875
2026/05/18 00:28:00.264,n,-4.949981,4.027931,4.731599,0.663479,OverRange,OverRange,OverRange,9.982702,11.856808,-5.187923,-5.324353
2026/05/18 00:29:00.263,n,-5.175534,4.653829,4.75703,0.49207,OverRange,OverRange,OverRange,9.946544,11.861104,-4.8137,-5.039804
2026/05/18 00:30:00.266,n,-5.108047,5.641134,5.471139,0.16511,OverRange,OverRange,OverRange,9.929994,11.852492,-4.988781,-4.881787
2026/05/18 00:31:00.267,n,-4.870691,4.309517,4.916344,0.625005,OverRange,OverRange,OverRange,9.91269,11.851418,-4.720017,-4.805851
2026/05/18 00:32:00.270,n,-5.166681,4.612221,4.848131,0.627954,OverRange,OverRange,OverRange,9.92744,11.851418,-4.8137,-4.827351
2026/05/18 00:33:00.274,n,-5.072893,5.008198,5.147644,0.372739,OverRange,OverRange,OverRange,9.94043,11.84922,-4.95397,-4.862504
2026/05/18 00:34:00.273,n,-5.079051,4.618461,4.774167,0.35001,OverRange,OverRange,OverRange,9.924394,11.848178,-4.930421,-4.899363
2026/05/18 00:35:00.275,n,-5.1373,5.598012,5.159031,0.569783,OverRange,OverRange,OverRange,9.934306,11.845998,-4.965232,-4.938356
2026/05/18 00:36:00.279,n,-5.055187,4.034592,4.921542,0.714011,OverRange,OverRange,OverRange,9.904546,11.853714,-4.977519,-5.018218
2026/05/18 00:37:00.263,n,-4.987573,4.189888,5.062166,0.686167,OverRange,OverRange,OverRange,9.935324,11.851548,-4.883323,-4.852266
2026/05/18 00:38:00.265,n,-5.043256,4.6098,4.629578,0.520933,OverRange,OverRange,OverRange,9.960786,11.845084,-5.199185,-5.008234
2026/05/18 00:39:00.266,n,-5.007845,3.869889,4.756803,0.690348,OverRange,OverRange,OverRange,9.968674,11.840772,-5.105502,-5.105672
2026/05/18 00:40:00.270,n,-5.08675,5.530242,5.546948,0.267468,OverRange,OverRange,OverRange,9.989798,11.836456,-5.199185,-5.142702
2026/05/18 00:41:00.272,n,-5.081233,5.456381,4.891962,0.605514,OverRange,OverRange,OverRange,9.959264,11.837516,-5.024104,-5.134938
2026/05/18 00:42:00.272,n,-5.051723,6.101774,5.230265,0.602564,OverRange,OverRange,OverRange,9.955944,11.828918,-5.187411,-5.111474
2026/05/18 00:43:00.277,n,-4.949339,5.546979,5.598324,0.053245,OverRange,OverRange,OverRange,9.961284,11.82353,-5.000556,-5.123334
2026/05/18 00:44:00.278,n,-4.852729,5.081299,4.732948,0.524041,OverRange,OverRange,OverRange,9.928966,11.825664,-4.965232,-5.000385
2026/05/18 00:45:00.279,n,-4.864276,5.597014,5.26815,0.759438,OverRange,OverRange,OverRange,9.884904,11.815928,-5.011818,-5.006272
2026/05/18 00:46:00.265,n,-4.905332,6.000067,5.479284,0.656401,OverRange,OverRange,OverRange,9.874202,11.819184,-5.140825,-5.014122
2026/05/18 00:47:00.266,n,-4.882109,5.470407,5.315199,0.261123,OverRange,OverRange,OverRange,9.84899,11.810574,-5.222734,-5.242102
2026/05/18 00:48:00.268,n,-4.855808,4.488886,4.705026,0.524326,OverRange,OverRange,OverRange,9.878036,11.808392,-5.175637,-4.893135
2026/05/18 00:49:00.271,n,-4.914313,4.449327,4.925181,0.652685,OverRange,OverRange,OverRange,9.922074,11.80626,-4.848511,-5.082379
2026/05/18 00:50:00.273,n,-4.817574,4.56035,4.821345,0.572761,OverRange,OverRange,OverRange,9.947038,11.804078,-4.778377,-4.838614
2026/05/18 00:51:00.274,n,-4.794095,4.332344,4.738303,0.583754,OverRange,OverRange,OverRange,9.966354,11.801946,-4.883323,-4.89706
2026/05/18 00:52:00.277,n,-5.00515,4.518751,4.943815,0.45651,OverRange,OverRange,OverRange,9.96433,11.804078,-4.95397,-4.900985
2026/05/18 00:53:00.279,n,-4.923037,4.637794,4.964067,0.353635,OverRange,OverRange,OverRange,9.950078,11.804078,-5.047141,-5.021886
2026/05/18 00:54:00.281,n,-5.037225,5.772174,4.611703,0.674836,OverRange,OverRange,OverRange,9.937108,11.797566,-4.895098,-4.885456
2026/05/18 00:55:00.265,n,-4.987445,5.096279,4.721815,0.453838,OverRange,OverRange,OverRange,9.94601,11.794342,-4.941684,-4.994668
2026/05/18 00:56:00.270,n,-4.963837,4.381818,5.226184,0.604283,OverRange,OverRange,OverRange,9.931768,11.78788,-4.556198,-4.766602
2026/05/18 00:57:00.270,n,-4.923037,5.467452,5.453648,0.42139,OverRange,OverRange,OverRange,9.89738,11.79006,-4.509101,-4.507223
2026/05/18 00:58:00.274,n,-4.943566,5.377031,5.32724,0.420654,OverRange,OverRange,OverRange,9.877254,11.783566,-4.473777,-4.513025
2026/05/18 00:59:00.274,n,-4.946517,5.788318,5.35118,0.428842,OverRange,OverRange,OverRange,9.895854,11.78684,-4.64937,-4.54613
2026/05/18 01:00:00.275,n,-4.873256,5.518936,5.56394,0.346927,OverRange,OverRange,OverRange,9.914944,11.779252,-4.45074,-4.479835
2026/05/18 01:01:00.278,n,-4.867226,4.581891,4.9427,0.504206,OverRange,OverRange,OverRange,9.907054,11.782492,-4.543912,-4.489561
2026/05/18 01:02:00.280,n,-5.104711,4.618828,4.587022,0.387578,OverRange,OverRange,OverRange,9.905278,11.78031,-4.543912,-4.514988
2026/05/18 01:03:00.283,n,-4.972818,6.127911,5.620858,0.448379,OverRange,OverRange,OverRange,9.895848,11.777104,-4.579235,-4.546301
2026/05/18 01:04:00.267,n,-4.893913,4.690232,4.99271,0.537489,OverRange,OverRange,OverRange,9.869354,11.771714,-4.520875,-4.577358
2026/05/18 01:05:00.268,n,-4.911362,4.394919,4.570298,0.401885,OverRange,OverRange,OverRange,9.873948,11.774922,-5.07069,-4.805509
2026/05/18 01:06:00.270,n,-4.899558,4.525264,4.868868,0.516252,OverRange,OverRange,OverRange,9.860704,11.76522,-4.638108,-4.639984
2026/05/18 01:07:00.273,n,-4.849649,4.278113,5.024875,0.655722,OverRange,OverRange,OverRange,9.874974,11.76846,-4.871548,-4.785885
2026/05/18 01:08:00.273,n,-5.031451,5.458365,5.056437,0.579625,OverRange,OverRange,OverRange,9.878026,11.763054,-4.743054,-4.809263
2026/05/18 01:09:00.277,n,-4.826298,5.668966,5.690428,0.447606,OverRange,OverRange,OverRange,9.918264,11.760872,-5.094239,-5.041425
2026/05/18 01:10:00.279,n,-4.817702,5.879632,5.388027,0.619251,OverRange,OverRange,OverRange,9.907558,11.76198,-5.047141,-5.127088
2026/05/18 01:11:00.280,n,-5.034403,5.541501,5.294165,0.77914,OverRange,OverRange,OverRange,9.900686,11.75656,-5.257546,-5.177684
2026/05/18 01:12:00.282,n,-5.013875,5.609941,5.933443,0.202003,OverRange,OverRange,OverRange,9.87701,11.75765,-5.281094,-5.292954
2026/05/18 01:13:00.269,n,-4.931762,6.011027,5.509646,0.708917,OverRange,OverRange,OverRange,9.895596,11.747948,-5.234509,-5.312322
2026/05/18 01:14:00.270,n,-4.958063,5.270745,5.144267,0.50276,OverRange,OverRange,OverRange,9.894832,11.745782,-5.246283,-5.259764
2026/05/18 01:15:00.272,n,-5.063527,5.929878,5.240024,0.614378,OverRange,OverRange,OverRange,9.849762,11.742528,-5.152087,-5.249952
2026/05/18 01:16:00.274,n,-4.908283,5.527035,4.807119,0.585007,OverRange,OverRange,OverRange,9.840074,11.73818,-5.175637,-5.16992
2026/05/18 01:17:00.276,n,-4.928811,4.599783,5.5231,0.503682,OverRange,OverRange,OverRange,9.824032,11.741452,-4.895098,-5.027688
2026/05/18 01:18:00.277,n,-4.923037,5.587058,5.097702,0.550864,OverRange,OverRange,OverRange,9.794998,11.73175,-5.140825,-5.105673
2026/05/18 01:19:00.279,n,-4.879159,4.294891,4.840419,0.558501,OverRange,OverRange,OverRange,9.802124,11.73818,-4.708242,-4.895183
2026/05/18 01:20:00.281,n,-4.791144,4.409666,4.636272,0.449304,OverRange,OverRange,OverRange,9.892528,11.72851,-5.129051,-5.070434
2026/05/18 01:21:00.284,n,-4.92291,5.491112,4.883808,0.613901,OverRange,OverRange,OverRange,9.906282,11.727404,-4.977007,-5.015999
2026/05/18 01:22:00.269,n,-5.122288,5.3809,4.412829,0.485245,OverRange,OverRange,OverRange,9.908072,11.73175,-5.081953,-5.111474
2026/05/18 01:23:00.271,n,-4.978848,6.113716,5.177302,0.746145,OverRange,OverRange,OverRange,9.851548,11.72851,-4.95397,-5.086219
2026/05/18 01:24:00.275,n,-5.081104,5.557024,5.194448,0.797876,OverRange,OverRange,OverRange,9.812062,11.722016,-5.21096,-5.121287
2026/05/18 01:25:00.275,n,-5.116258,4.387795,5.304164,0.656578,OverRange,OverRange,OverRange,9.790146,11.71876,-5.234509,-5.24415
2026/05/18 01:26:00.277,n,-5.11921,5.651222,5.49442,0.52441,OverRange,OverRange,OverRange,9.801122,11.712314,-5.351229,-5.249866
2026/05/18 01:27:00.278,n,-5.089957,5.093398,4.697344,0.469079,OverRange,OverRange,OverRange,9.776394,11.710164,-5.222734,-5.292699
2026/05/18 01:28:00.280,n,-5.192469,5.611464,5.535795,0.524951,OverRange,OverRange,OverRange,9.773854,11.707984,-5.397815,-5.359079
2026/05/18 01:29:00.281,n,-5.168991,5.644177,5.197612,0.701867,OverRange,OverRange,OverRange,9.743012,11.699388,-5.21096,-5.318295
2026/05/18 01:30:00.269,n,-5.265857,4.235179,4.855487,0.62543,OverRange,OverRange,OverRange,9.693588,11.70043,-5.46795,-5.267443
2026/05/18 01:31:00.270,n,-5.15167,4.717655,5.064945,0.590051,OverRange,OverRange,OverRange,9.695104,11.697206,-4.64937,-4.885371
2026/05/18 01:32:00.272,n,-5.245329,5.375741,4.763133,0.596632,OverRange,OverRange,OverRange,9.715378,11.687472,-4.766091,-4.700308
2026/05/18 01:33:00.257,n,-5.174892,5.379453,5.334215,0.472847,OverRange,OverRange,OverRange,9.737432,11.683158,-4.743054,-4.780168
2026/05/18 01:34:00.261,n,-5.177843,5.636372,5.545367,0.107248,OverRange,OverRange,OverRange,9.766984,11.684232,-4.848511,-4.850303
2026/05/18 01:35:00.261,n,-5.060447,5.451127,5.20358,0.518108,OverRange,OverRange,OverRange,9.777684,11.669094,-4.977007,-4.902947
2026/05/18 01:36:00.265,n,-5.101761,4.281778,4.98131,0.535755,OverRange,OverRange,OverRange,9.756018,11.6702,-4.801414,-4.873596
2026/05/18 01:37:00.267,n,-5.189519,4.26106,5.052064,0.740184,OverRange,OverRange,OverRange,9.72576,11.665886,-4.918647,-4.912844
2026/05/18 01:38:00.270,n,-5.198371,5.617302,5.107058,0.718147,OverRange,OverRange,OverRange,9.711584,11.66154,-4.988781,-4.940062
2026/05/18 01:39:00.269,n,-5.186825,5.350065,5.22493,0.568968,OverRange,OverRange,OverRange,9.74735,11.662632,-4.941684,-4.920438
2026/05/18 01:40:00.271,n,-5.145768,5.280236,4.844596,0.533082,OverRange,OverRange,OverRange,9.786062,11.65939,-4.859774,-4.91839
2026/05/18 01:41:00.256,n,-5.133964,4.771806,5.216353,0.488909,OverRange,OverRange,OverRange,9.784054,11.652928,-5.081953,-5.043216
2026/05/18 01:42:00.258,n,-5.095731,4.315957,4.317584,0.13138,OverRange,OverRange,OverRange,9.760106,11.650764,-5.234509,-5.113522
2026/05/18 01:43:00.262,n,-5.16899,5.274938,4.636728,0.432216,OverRange,OverRange,OverRange,9.759852,11.65511,-5.281094,-5.230413
2026/05/18 01:44:00.262,n,-5.151541,6.082404,5.00061,0.82335,OverRange,OverRange,OverRange,9.775402,11.64536,-5.175637,-5.160193
2026/05/18 01:45:00.265,n,-4.993475,5.75733,5.479489,0.545884,OverRange,OverRange,OverRange,9.789642,11.639972,-5.257546,-5.286982
2026/05/18 01:46:00.266,n,-4.911362,4.694172,4.904352,0.59635,OverRange,OverRange,OverRange,9.779954,11.637806,-5.024104,-5.131099
2026/05/18 01:47:00.269,n,-5.110614,4.447076,5.056597,0.453172,OverRange,OverRange,OverRange,9.78096,11.63455,-5.257546,-5.113437
2026/05/18 01:48:00.270,n,-5.189518,5.921679,5.149641,0.676736,OverRange,OverRange,OverRange,9.769776,11.635626,-5.397815,-5.269491
2026/05/18 01:49:00.272,n,-5.087006,5.901582,5.115956,0.632989,OverRange,OverRange,OverRange,9.753958,11.632418,-5.292869,-5.253876
2026/05/18 01:50:00.257,n,-5.002071,4.154308,4.549515,0.239125,OverRange,OverRange,OverRange,9.707516,11.63346,-5.257546,-5.216676
2026/05/18 01:51:00.259,n,-5.131141,4.325954,4.181797,0.171537,OverRange,OverRange,OverRange,9.730088,11.62913,-4.813188,-4.910797
2026/05/18 01:52:00.262,n,-5.042999,4.372608,4.382138,0.081565,OverRange,OverRange,OverRange,9.770788,11.625892,-4.614558,-4.821038
2026/05/18 01:53:00.263,n,-5.054803,4.114681,4.225723,0.158008,OverRange,OverRange,OverRange,9.78889,11.632418,-4.778377,-4.828802
2026/05/18 01:54:00.267,n,-5.204145,3.842222,4.654796,0.727421,OverRange,OverRange,OverRange,9.774872,11.626998,-5.011818,-4.924192
2026/05/18 01:55:00.268,n,-5.186568,4.486352,4.694289,0.712235,OverRange,OverRange,OverRange,9.766728,11.620502,-5.175637,-5.097738
2026/05/18 01:56:00.269,n,-5.072509,4.450321,4.327852,0.227668,OverRange,OverRange,OverRange,9.767986,11.62164,-5.234509,-5.150552
2026/05/18 01:57:00.273,n,-5.166168,4.357278,4.634335,0.565565,OverRange,OverRange,OverRange,9.759584,11.620502,-5.140825,-5.203195
2026/05/18 01:58:00.257,n,-5.298061,4.290299,4.344147,0.474347,OverRange,OverRange,OverRange,9.726314,11.614038,-5.164374,-5.226574
2026/05/18 01:59:00.258,n,-5.34194,5.381606,5.161136,0.401273,OverRange,OverRange,OverRange,9.703736,11.609694,-5.199185,-5.244065
2026/05/18 02:00:00.261,n,-5.084183,4.973503,4.837848,0.504336,OverRange,OverRange,OverRange,9.708034,11.60862,-5.292869,-5.222735
2026/05/18 02:01:00.263,n,-5.089957,4.529895,5.553475,0.523528,OverRange,OverRange,OverRange,9.680426,11.601084,-5.304643,-5.246113
2026/05/18 02:02:00.265,n,-5.13961,4.216436,4.475916,0.225837,OverRange,OverRange,OverRange,9.706518,11.602158,-5.257546,-5.312322
2026/05/18 02:03:00.267,n,-5.175149,4.656554,5.128971,0.590751,OverRange,OverRange,OverRange,9.688518,11.59457,-5.257546,-5.287067
2026/05/18 02:04:00.268,n,-5.131142,4.008692,4.370147,0.270816,OverRange,OverRange,OverRange,9.663194,11.592422,-5.281094,-5.224612
2026/05/18 02:05:00.271,n,-5.195677,4.395424,4.376776,0.480175,OverRange,OverRange,OverRange,9.664964,11.585928,-5.175637,-5.183572
2026/05/18 02:06:00.274,n,-5.116387,4.585938,5.088271,0.538224,OverRange,OverRange,OverRange,9.673076,11.583794,-5.257546,-5.170005
2026/05/18 02:07:00.257,n,-5.137044,4.478185,5.112136,0.638796,OverRange,OverRange,OverRange,9.70043,11.579466,-5.105502,-5.199185
2026/05/18 02:08:00.260,n,-5.227495,5.277125,4.770382,0.44893,OverRange,OverRange,OverRange,9.710298,11.576224,-5.281094,-5.177684
2026/05/18 02:09:00.261,n,-5.128062,4.759724,5.393801,0.590637,OverRange,OverRange,OverRange,9.72881,11.570836,-5.117276,-5.195431
2026/05/18 02:10:00.266,n,-5.1985,4.467799,4.813227,0.556815,OverRange,OverRange,OverRange,9.721208,11.56545,-5.480236,-5.304558
2026/05/18 02:11:00.266,n,-5.151413,5.930548,4.719763,0.60449,OverRange,OverRange,OverRange,9.713852,11.56327,-5.21096,-5.310446
2026/05/18 02:12:00.270,n,-5.142689,5.993586,5.662077,0.310261,OverRange,OverRange,OverRange,9.683452,11.558922,-5.351229,-5.366928
2026/05/18 02:13:00.270,n,-5.022599,5.148297,5.231049,0.380245,OverRange,OverRange,OverRange,9.683202,11.559996,-5.129051,-5.267614
2026/05/18 02:14:00.272,n,-5.089957,5.573145,5.040305,0.554613,OverRange,OverRange,OverRange,9.667506,11.555716,-4.941684,-5.20311
2026/05/18 02:15:00.273,n,-5.204273,5.505725,4.650816,0.475036,OverRange,OverRange,OverRange,9.632054,11.551354,-5.117276,-5.218724
2026/05/18 02:16:00.258,n,-5.215949,4.154653,4.740978,0.562185,OverRange,OverRange,OverRange,9.618856,11.545932,-5.152087,-5.259679
2026/05/18 02:17:00.260,n,-5.309737,4.614186,4.800713,0.61303,OverRange,OverRange,OverRange,9.637874,11.543832,-5.363004,-5.26548
2026/05/18 02:18:00.262,n,-5.215949,5.554816,5.133358,0.66195,OverRange,OverRange,OverRange,9.629498,11.540576,-5.164374,-5.290992
2026/05/18 02:19:00.265,n,-5.101504,4.273277,4.966158,0.643998,OverRange,OverRange,OverRange,9.640138,11.537306,-5.105502,-5.138692
2026/05/18 02:20:00.267,n,-5.230575,5.674847,5.549205,0.107191,OverRange,OverRange,OverRange,9.61226,11.53623,-5.081953,-5.127088
2026/05/18 02:21:00.268,n,-5.040176,4.522417,4.783933,0.550889,OverRange,OverRange,OverRange,9.61201,11.526496,-5.105502,-5.138692
2026/05/18 02:22:00.271,n,-5.227367,4.558419,4.802847,0.48514,OverRange,OverRange,OverRange,9.62798,11.523306,-5.386553,-5.289029
2026/05/18 02:23:00.272,n,-5.353616,5.39332,4.665287,0.599901,OverRange,OverRange,OverRange,9.620382,11.523306,-5.421364,-5.364966
2026/05/18 02:24:00.275,n,-5.192341,4.539461,4.796589,0.512874,OverRange,OverRange,OverRange,9.585928,11.514612,-5.304643,-5.41761
2026/05/18 02:25:00.261,n,-5.332959,5.367009,5.099814,0.555688,OverRange,OverRange,OverRange,9.564626,11.509192,-5.374778,-5.300633
2026/05/18 02:26:00.262,n,-5.277405,5.427598,5.413767,0.490137,OverRange,OverRange,OverRange,9.561336,11.507028,-5.234509,-5.267614
2026/05/18 02:27:00.264,n,-5.491154,4.448591,4.410013,0.534599,OverRange,OverRange,OverRange,9.565918,11.50273,-5.421364,-5.273245
2026/05/18 02:28:00.265,n,-5.379917,4.215124,5.16753,0.619527,OverRange,OverRange,OverRange,9.557546,11.496236,-5.164374,-5.218809
2026/05/18 02:29:00.267,n,-5.432648,5.526993,4.924693,0.563576,OverRange,OverRange,OverRange,9.587448,11.486568,-5.397815,-5.288944
2026/05/18 02:30:00.270,n,-5.391721,4.708778,4.667716,0.467655,OverRange,OverRange,OverRange,9.598328,11.484386,-5.32768,-5.376654
2026/05/18 02:31:00.273,n,-5.444581,5.524952,4.820511,0.544591,OverRange,OverRange,OverRange,9.575522,11.47138,-5.386553,-5.359078
2026/05/18 02:32:00.275,n,-5.321412,5.520755,4.807938,0.537183,OverRange,OverRange,OverRange,9.529934,11.47356,-5.152087,-5.329899
2026/05/18 02:33:00.276,n,-5.330137,4.786823,5.136367,0.767991,OverRange,OverRange,OverRange,9.513948,11.46381,-5.21096,-5.345427
2026/05/18 02:34:00.261,n,-5.201322,5.187827,5.019656,0.588754,OverRange,OverRange,OverRange,9.509904,11.460604,-5.234509,-5.267528
2026/05/18 02:35:00.263,n,-5.362468,4.830888,5.192699,0.428168,OverRange,OverRange,OverRange,9.471116,11.454078,-5.234509,-5.286982
2026/05/18 02:36:00.264,n,-5.450354,5.149891,4.987927,0.529947,OverRange,OverRange,OverRange,9.53652,11.446492,-5.410102,-5.296708
2026/05/18 02:37:00.267,n,-5.576218,5.429945,5.155988,0.5301,OverRange,OverRange,OverRange,9.528642,11.444374,-5.456687,-5.431261
2026/05/18 02:38:00.268,n,-5.359389,6.027119,5.342697,0.567736,OverRange,OverRange,OverRange,9.51824,11.438954,-5.480236,-5.466328
2026/05/18 02:39:00.272,n,-5.365291,5.854172,4.971882,0.53762,OverRange,OverRange,OverRange,9.543854,11.433566,-5.503273,-5.442865
2026/05/18 02:40:00.273,n,-5.177843,4.597277,5.045553,0.597621,OverRange,OverRange,OverRange,9.531694,11.428114,-5.503273,-5.493632
2026/05/18 02:41:00.275,n,-5.4152,5.374417,4.891442,0.441309,OverRange,OverRange,OverRange,9.49873,11.42276,-5.480236,-5.444998
2026/05/18 02:42:00.276,n,-5.204273,5.459201,5.321854,0.542643,OverRange,OverRange,OverRange,9.47821,11.420578,-5.421364,-5.423496
2026/05/18 02:43:00.261,n,-5.294854,4.598059,4.863748,0.750761,OverRange,OverRange,OverRange,9.467068,11.414116,-5.421364,-5.43894
2026/05/18 02:44:00.267,n,-5.394672,5.52432,5.619913,0.114407,OverRange,OverRange,OverRange,9.472142,11.409738,-5.491499,-5.423412
2026/05/18 02:45:00.265,n,-5.348099,4.423316,4.905672,0.644702,OverRange,OverRange,OverRange,9.47997,11.406498,-5.397815,-5.440817
2026/05/18 02:46:00.270,n,-5.517584,5.41955,5.098071,0.390043,OverRange,OverRange,OverRange,9.507864,11.400068,-5.444913,-5.405836
2026/05/18 02:47:00.271,n,-5.48538,5.404798,4.825011,0.530039,OverRange,OverRange,OverRange,9.48961,11.39572,-5.433139,-5.435101
2026/05/18 02:48:00.272,n,-5.380045,4.607638,5.537909,0.510764,OverRange,OverRange,OverRange,9.455902,11.388154,-5.713677,-5.630233
2026/05/18 02:49:00.274,n,-5.458951,4.446548,4.785607,0.556711,OverRange,OverRange,OverRange,9.464528,11.385988,-5.503273,-5.593117
2026/05/18 02:50:00.275,n,-5.57609,5.364178,4.770201,0.540171,OverRange,OverRange,OverRange,9.47314,11.380568,-5.807361,-5.585268
2026/05/18 02:51:00.277,n,-5.605599,5.327872,4.876684,0.431799,OverRange,OverRange,OverRange,9.4914,11.377314,-5.480236,-5.59124
2026/05/18 02:52:00.266,n,-5.344763,4.750973,5.16284,0.614891,OverRange,OverRange,OverRange,9.463002,11.374104,-5.421364,-5.544398
2026/05/18 02:53:00.265,n,-5.593795,4.641992,4.661805,0.406303,OverRange,OverRange,OverRange,9.47086,11.368652,-5.562145,-5.501396
2026/05/18 02:54:00.271,n,-5.388769,4.600988,5.035145,0.383903,OverRange,OverRange,OverRange,9.490382,11.35895,-5.281094,-5.366928
2026/05/18 02:55:00.268,n,-5.494233,4.445687,4.752104,0.553429,OverRange,OverRange,OverRange,9.46349,11.35677,-5.433139,-5.331861
2026/05/18 02:56:00.270,n,-5.537984,5.70497,5.185694,0.471742,OverRange,OverRange,OverRange,9.480754,11.349202,-5.351229,-5.406006
2026/05/18 02:57:00.273,n,-5.546837,4.289169,4.937836,0.531118,OverRange,OverRange,OverRange,9.479732,11.387388,-5.608731,-5.441073
2026/05/18 02:58:00.276,n,-4.941513,4.42312,4.65975,0.433597,OverRange,OverRange,OverRange,9.48821,11.380862,-5.048165,-5.053796
2026/05/18 02:59:00.277,n,-5.175791,5.515668,5.325747,0.239813,OverRange,OverRange,OverRange,9.444078,11.372202,-5.129563,-5.108232
2026/05/18 03:00:00.279,n,-4.920856,4.67258,4.920415,0.687456,OverRange,OverRange,OverRange,9.454214,11.372202,-5.164886,-5.235106
2026/05/18 03:01:00.265,n,-5.055572,4.132614,4.41552,0.55463,OverRange,OverRange,OverRange,9.483868,11.368962,-5.328704,-5.207718
2026/05/18 03:02:00.268,n,-4.909053,5.617285,5.043191,0.458415,OverRange,OverRange,OverRange,9.483862,11.364632,-5.270344,-5.266333
2026/05/18 03:03:00.267,n,-4.750986,4.512203,5.193537,0.693359,OverRange,OverRange,OverRange,9.487432,11.362468,-5.106014,-5.154988
