"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI_AV (W/m2)"
2026/06/06 00:00:00.276,n,-3.785521,6.842763,4.81624,1.628039,OverRange,OverRange,OverRange,13.896612,16.390574,-3.993243
2026/06/06 00:01:00.259,n,-3.811694,6.598094,4.866331,1.776785,OverRange,OverRange,OverRange,13.890758,16.379848,-4.000922
2026/06/06 00:02:00.263,n,-3.879052,6.684861,5.162441,1.585887,OverRange,OverRange,OverRange,13.889772,16.378804,-4.098189
2026/06/06 00:03:00.263,n,-3.767815,3.205998,4.601935,1.62358,OverRange,OverRange,OverRange,13.793468,16.375576,-4.069009
2026/06/06 00:04:00.265,n,-3.797068,6.250107,5.539913,1.36114,OverRange,OverRange,OverRange,13.952474,16.361624,-4.080954
2026/06/06 00:05:00.359,n,-3.765121,3.102419,5.244574,1.642561,OverRange,OverRange,OverRange,13.786428,16.356276,-4.14887
2026/06/06 00:06:00.270,n,-3.803098,6.526273,4.636311,1.539144,OverRange,OverRange,OverRange,13.90621,16.355232,-4.05732
2026/06/06 00:07:00.272,n,-3.87315,3.232627,4.703478,1.363601,OverRange,OverRange,OverRange,13.793518,16.351974,-4.135219
2026/06/06 00:08:00.275,n,-3.782698,3.218114,4.732102,1.552204,OverRange,OverRange,OverRange,13.808136,16.347702,-4.094435
2026/06/06 00:09:00.276,n,-3.879181,6.089459,5.758254,1.327191,OverRange,OverRange,OverRange,13.921108,16.343368,-4.228732
2026/06/06 00:10:00.261,n,-3.852879,4.685062,5.467814,1.291645,OverRange,OverRange,OverRange,13.800874,16.339128,-4.224978
2026/06/06 00:11:00.262,n,-3.888033,3.748778,4.161046,1.169869,OverRange,OverRange,OverRange,13.710888,16.335902,-4.139144
2026/06/06 00:12:00.266,n,-3.758963,6.115988,5.859831,1.295547,OverRange,OverRange,OverRange,13.834728,16.330556,-4.100237
2026/06/06 00:13:00.266,n,-3.785649,4.691461,5.183147,1.381655,OverRange,OverRange,OverRange,13.723536,16.3241,-4.026092
2026/06/06 00:14:00.269,n,-3.773717,3.509419,5.645605,1.24325,OverRange,OverRange,OverRange,13.744808,16.31556,-4.067047
2026/06/06 00:15:00.272,n,-3.91998,6.66636,4.70312,1.608849,OverRange,OverRange,OverRange,13.76772,16.301608,-4.152795
2026/06/06 00:16:00.272,n,-3.896758,4.054478,4.422633,1.478055,OverRange,OverRange,OverRange,13.726014,16.297336,-4.141106
2026/06/06 00:17:00.276,n,-3.937814,6.582389,5.022963,1.72794,OverRange,OverRange,OverRange,13.832378,16.289804,-4.084708
2026/06/06 00:18:00.276,n,-3.890984,6.048672,5.195016,1.374841,OverRange,OverRange,OverRange,13.85143,16.276928,-4.113804
2026/06/06 00:19:00.262,n,-3.744465,3.654124,5.372912,1.301378,OverRange,OverRange,OverRange,13.684368,16.272656,-3.981298
