"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI_AV (W/m2)"
2026/05/22 00:00:00.277,n,-2.891134,4.568306,5.367747,0.542842,OverRange,OverRange,OverRange,9.287278,11.890016,-3.68523
2026/05/22 00:01:00.262,n,-2.876252,4.362757,5.162609,0.622282,OverRange,OverRange,OverRange,9.31213,11.898612,-3.696834
2026/05/22 00:02:00.265,n,-2.847384,5.017177,5.001124,0.644621,OverRange,OverRange,OverRange,9.35372,11.921306,-3.640095
2026/05/22 00:03:00.266,n,-2.867912,5.706771,5.617909,0.153103,OverRange,OverRange,OverRange,9.370194,11.935306,-3.675418
2026/05/22 00:04:00.269,n,-2.753468,4.455919,5.091729,0.618107,OverRange,OverRange,OverRange,9.39354,11.949324,-3.718165
2026/05/22 00:05:00.270,n,-2.885105,5.694864,5.465485,0.515436,OverRange,OverRange,OverRange,9.396332,11.966598,-3.632331
2026/05/22 00:06:00.272,n,-2.768094,5.690027,5.535891,0.571398,OverRange,OverRange,OverRange,9.384648,11.981704,-3.618764
2026/05/22 00:07:00.276,n,-2.78272,4.330496,5.122225,0.637861,OverRange,OverRange,OverRange,9.403912,11.995722,-3.638304
2026/05/22 00:08:00.276,n,-2.797475,4.328432,4.731863,0.381319,OverRange,OverRange,OverRange,9.40088,12.007606,-3.638133
2026/05/22 00:09:00.278,n,-2.964266,6.008502,5.128764,0.919752,OverRange,OverRange,OverRange,9.423702,12.015112,-3.638474
2026/05/22 00:10:00.265,n,-2.89678,4.772985,4.685214,0.670982,OverRange,OverRange,OverRange,9.432572,12.030204,-3.673285
2026/05/22 00:11:00.267,n,-2.767966,3.975712,4.996199,1.013393,OverRange,OverRange,OverRange,9.434102,12.03346,-3.640266
2026/05/22 00:12:00.269,n,-2.838275,5.915287,5.301361,0.783956,OverRange,OverRange,OverRange,9.454106,12.044236,-3.599311
2026/05/22 00:13:00.270,n,-2.680464,4.683411,5.176523,0.578027,OverRange,OverRange,OverRange,9.46349,12.046402,-3.68506
2026/05/22 00:14:00.271,n,-2.832757,4.521276,4.698522,0.515758,OverRange,OverRange,OverRange,9.47463,12.05612,-3.657671
2026/05/22 00:15:00.274,n,-2.897036,5.675456,5.339966,0.627799,OverRange,OverRange,OverRange,9.462994,12.058254,-3.550593
2026/05/22 00:16:00.275,n,-2.779769,4.332492,5.085511,0.702784,OverRange,OverRange,OverRange,9.471364,12.066898,-3.60315
2026/05/22 00:17:00.278,n,-2.861497,5.544967,5.107678,0.708288,OverRange,OverRange,OverRange,9.490606,12.07118,-3.605113
2026/05/22 00:18:00.284,n,-2.811973,5.37291,5.060414,0.509822,OverRange,OverRange,OverRange,9.505566,12.073362,-3.531309
2026/05/22 00:19:00.265,n,-2.762192,4.244886,4.768213,0.60632,OverRange,OverRange,OverRange,9.483766,12.0809,-3.533101
2026/05/22 00:20:00.267,n,-2.82955,4.33492,4.301713,0.090832,OverRange,OverRange,OverRange,9.469076,12.085216,-3.480372
2026/05/22 00:21:00.268,n,-2.879331,4.264518,4.195661,0.050976,OverRange,OverRange,OverRange,9.486816,12.084106,-3.48643
2026/05/22 00:22:00.271,n,-2.791701,5.62917,5.234226,0.555023,OverRange,OverRange,OverRange,9.492138,12.085216,-3.453325
2026/05/22 00:23:00.274,n,-2.820954,4.452877,5.210845,0.757386,OverRange,OverRange,OverRange,9.50227,12.085216,-3.550763
2026/05/22 00:24:00.274,n,-2.736019,4.375316,4.701217,0.356103,OverRange,OverRange,OverRange,9.507092,12.091678,-3.605198
2026/05/22 00:25:00.276,n,-2.800554,4.534735,4.790976,0.308688,OverRange,OverRange,OverRange,9.513164,12.100274,-3.575933
2026/05/22 00:26:00.278,n,-2.765015,4.290617,4.55803,0.543001,OverRange,OverRange,OverRange,9.508358,12.10135,-3.531054
2026/05/22 00:27:00.281,n,-2.858931,6.135037,5.755024,0.41495,OverRange,OverRange,OverRange,9.49849,12.104622,-3.564244
2026/05/22 00:28:00.267,n,-2.660065,5.528499,5.196385,0.791613,OverRange,OverRange,OverRange,9.521016,12.105664,-3.564244
2026/05/22 00:29:00.267,n,-2.86201,4.507253,4.526858,0.505945,OverRange,OverRange,OverRange,9.529638,12.113264,-3.605028
2026/05/22 00:30:00.269,n,-2.83263,4.428112,4.951099,0.509627,OverRange,OverRange,OverRange,9.57423,12.114308,-3.601273
2026/05/22 00:31:00.272,n,-2.695219,5.676676,5.175348,0.728052,OverRange,OverRange,OverRange,9.590954,12.118588,-3.58182
2026/05/22 00:32:00.275,n,-2.756547,4.018662,4.795244,0.81396,OverRange,OverRange,OverRange,9.583104,12.119696,-3.58583
2026/05/22 00:33:00.275,n,-2.747822,4.359014,4.795061,0.729294,OverRange,OverRange,OverRange,9.59223,12.122936,-3.554603
2026/05/22 00:34:00.277,n,-2.715619,5.684733,5.800926,0.168214,OverRange,OverRange,OverRange,9.599336,12.130474,-3.542913
2026/05/22 00:35:00.280,n,-2.636586,5.862088,5.788934,0.063613,OverRange,OverRange,OverRange,9.607952,12.143498,-3.546667
2026/05/22 00:36:00.281,n,-2.700607,5.859474,5.005859,0.685633,OverRange,OverRange,OverRange,9.586888,12.149948,-3.593424
2026/05/22 00:37:00.267,n,-2.814667,5.605963,4.918051,0.757968,OverRange,OverRange,OverRange,9.57929,12.151022,-3.542657
2026/05/22 00:38:00.269,n,-2.835195,5.68208,5.134304,0.796182,OverRange,OverRange,OverRange,9.586884,12.158526,-3.589414
2026/05/22 00:39:00.270,n,-2.723958,5.600623,5.128127,0.701104,OverRange,OverRange,OverRange,9.57776,12.159634,-3.523375
2026/05/22 00:40:00.273,n,-2.72986,5.751537,5.762788,0.461916,OverRange,OverRange,OverRange,9.560288,12.165022,-3.54863
2026/05/22 00:41:00.274,n,-2.727038,4.097158,4.990024,0.750726,OverRange,OverRange,OverRange,9.563304,12.16937,-3.497778
