"Timestamp","TZ","GHI1_AV (W/m2)","UVB22013 (W/m2)","UVB22013_AV (W/m2)","UVB22013_SD (W/m2)","UVB22012 (W/m2)","UVB22012_AV (W/m2)","UVB22012_SD (W/m2)","TA_AV (degC)","TL (degC)","GTI_AV (W/m2)"
2026/05/19 15:16:00.267,n,371.67168,4.229343,4.50815,0.562394,OverRange,OverRange,OverRange,13.961122,18.22262,663.91308
2026/05/19 15:17:00.272,n,366.45212,4.461597,4.723835,0.689822,OverRange,OverRange,OverRange,13.91569,18.22585,654.97436
2026/05/19 15:18:00.271,n,364.60744,5.688167,4.910103,0.871677,OverRange,OverRange,OverRange,14.160066,18.230122,652.77996
2026/05/19 15:19:00.259,n,361.2744,5.392646,5.229548,0.592943,OverRange,OverRange,OverRange,14.053004,18.237496,648.39508
2026/05/19 15:20:00.260,n,360.17152,3.713829,4.849809,0.913278,OverRange,OverRange,OverRange,13.972016,18.237496,648.01728
2026/05/19 15:21:00.261,n,357.52024,4.328125,5.006713,0.731346,OverRange,OverRange,OverRange,13.95104,18.238572,644.76496
2026/05/19 15:22:00.264,n,354.56836,4.848074,5.265321,0.601327,OverRange,OverRange,OverRange,14.017452,18.23645,639.93648
2026/05/19 15:23:00.265,n,353.64464,4.178692,4.868016,0.714487,OverRange,OverRange,OverRange,13.827016,18.233286,640.14264
2026/05/19 15:24:00.267,n,350.78904,4.199821,5.053681,0.917872,OverRange,OverRange,OverRange,13.878566,18.22585,635.68028
2026/05/19 15:25:00.271,n,347.91164,5.898305,5.023466,0.810633,OverRange,OverRange,OverRange,13.93691,18.221936,631.67192
2026/05/19 15:26:00.270,n,345.15648,5.274257,4.485783,0.527053,OverRange,OverRange,OverRange,13.874762,18.21554,628.09468
2026/05/19 15:27:00.274,n,343.38376,5.694375,4.898434,0.680367,OverRange,OverRange,OverRange,13.672114,18.217662,626.25212
2026/05/19 15:28:00.259,n,341.4618,3.982584,4.637364,0.704634,OverRange,OverRange,OverRange,13.550278,18.204908,624.24092
2026/05/19 15:29:00.260,n,339.04912,4.604886,4.908924,0.676088,OverRange,OverRange,OverRange,13.52475,18.19532,619.73028
2026/05/19 15:30:00.265,n,335.30038,5.600699,4.902509,0.795551,OverRange,OverRange,OverRange,13.58012,18.1794,613.22296
2026/05/19 15:31:00.265,n,334.53674,5.960719,4.967282,0.991954,OverRange,OverRange,OverRange,13.560394,18.162406,613.32428
2026/05/19 15:32:00.266,n,330.48118,4.321271,4.718497,0.787547,OverRange,OverRange,OverRange,13.663788,18.142184,607.54876
2026/05/19 15:33:00.268,n,328.88456,5.596832,5.386225,0.644969,OverRange,OverRange,OverRange,13.686788,18.135792,605.77056
2026/05/19 15:34:00.270,n,326.79788,6.002539,4.504562,0.762079,OverRange,OverRange,OverRange,13.843944,18.11883,602.80644
2026/05/19 15:35:00.273,n,322.177,4.268009,4.868003,0.772259,OverRange,OverRange,OverRange,13.725942,18.115602,595.74004
2026/05/19 15:36:00.275,n,319.61404,5.044102,4.903943,0.694742,OverRange,OverRange,OverRange,13.665568,18.107152,592.239
2026/05/19 15:37:00.262,n,317.97678,5.434636,4.852424,0.7183,OverRange,OverRange,OverRange,13.758546,18.101772,589.84552
2026/05/19 15:38:00.262,n,317.85108,5.752739,4.781955,0.907778,OverRange,OverRange,OverRange,13.664776,18.090096,591.1496
2026/05/19 15:39:00.264,n,313.59686,4.520361,4.68036,0.717992,OverRange,OverRange,OverRange,13.688054,18.084778,584.39644
2026/05/19 15:40:00.266,n,309.8189,5.690114,5.126487,0.758589,OverRange,OverRange,OverRange,13.729508,18.079494,578.42876
2026/05/19 15:41:00.269,n,307.24598,4.256192,4.840302,0.792291,OverRange,OverRange,OverRange,13.653158,18.082658,574.99568
2026/05/19 15:42:00.269,n,304.84954,4.434682,4.983101,0.619633,OverRange,OverRange,OverRange,13.61727,18.075218,571.62624
2026/05/19 15:43:00.376,n,300.46704,5.658742,5.118993,0.771367,OverRange,OverRange,OverRange,13.793182,18.078416,564.9068
2026/05/19 15:44:00.320,n,298.64994,3.737405,4.605984,0.857687,OverRange,OverRange,OverRange,13.900528,18.074176,563.03432
2026/05/19 15:45:00.326,n,296.0653,4.141638,4.745246,0.688281,OverRange,OverRange,OverRange,13.944214,18.084778,559.73576
2026/05/19 15:46:00.321,n,294.29554,4.208523,4.841393,0.657154,OverRange,OverRange,OverRange,13.915172,18.090096,557.97728
2026/05/19 15:47:00.338,n,291.15854,4.110086,5.103342,0.788921,OverRange,OverRange,OverRange,13.854814,18.095378,553.09028
2026/05/19 15:48:00.319,n,289.42484,5.66872,5.078561,0.877885,OverRange,OverRange,OverRange,13.899266,18.101772,551.03156
2026/05/19 15:49:00.268,n,286.27146,4.537752,4.846155,0.647225,OverRange,OverRange,OverRange,13.885102,18.113512,547.25648
